Time,Event_Type,Duration_ms
01:17:13,MEM_TRANSFER,0.0538
01:17:13,MEM_TRANSFER,0.0615
01:17:13,MEM_TRANSFER,0.0604
01:17:13,MEM_TRANSFER,0.0676
01:17:13,MEM_TRANSFER,0.1249
01:17:13,MEM_TRANSFER,0.4603
01:17:13,MEM_TRANSFER,0.4608
01:17:13,MEM_TRANSFER,0.4533
01:17:13,MEM_TRANSFER,1.0803
01:17:13,MEM_TRANSFER,2.3694
01:17:13,MEM_TRANSFER,0.0516
01:17:13,MEM_TRANSFER,2.3702
01:17:13,MEM_TRANSFER,2.3681
01:17:17,MEM_TRANSFER,0.0599
01:17:17,MEM_TRANSFER,0.0554
01:17:17,MEM_TRANSFER,0.0556
01:17:17,MEM_TRANSFER,0.1109
01:17:17,MEM_TRANSFER,0.4489
01:17:17,MEM_TRANSFER,0.4378
01:17:17,MEM_TRANSFER,0.4382
01:17:17,MEM_TRANSFER,1.0778
01:17:17,MEM_TRANSFER,2.3751
01:17:17,MEM_TRANSFER,0.0519
01:17:17,MEM_TRANSFER,2.3737
01:17:17,MEM_TRANSFER,2.3762
01:17:17,MEM_TRANSFER,0.0976
01:17:17,MEM_TRANSFER,0.0657
01:17:17,MEM_TRANSFER,0.0891
01:17:17,MEM_TRANSFER,0.0995
01:17:17,MEM_TRANSFER,0.0819
01:17:17,MEM_TRANSFER,0.0877
01:17:17,MEM_TRANSFER,0.2148
01:17:17,MEM_TRANSFER,0.4185
01:17:17,MEM_TRANSFER,0.2606
01:17:17,MEM_TRANSFER,0.2586
01:17:17,MEM_TRANSFER,0.4595
01:17:17,MEM_TRANSFER,0.7528
01:17:17,MEM_TRANSFER,0.1761
01:17:17,MEM_TRANSFER,0.0667
01:17:17,MEM_TRANSFER,0.7546
01:17:17,MEM_TRANSFER,0.1774
01:17:17,MEM_TRANSFER,0.7622
01:17:17,MEM_TRANSFER,2.7969
01:17:17,MEM_TRANSFER,0.2134
01:17:17,MEM_TRANSFER,2.9025
01:17:17,MEM_TRANSFER,0.198
01:17:17,MEM_TRANSFER,0.2324
01:17:17,MEM_TRANSFER,2.9035
01:17:17,MEM_TRANSFER,0.2057
01:17:17,MEM_TRANSFER,0.2183
01:17:17,MEM_TRANSFER,2.9127
01:17:17,MEM_TRANSFER,0.204
01:17:17,MEM_TRANSFER,0.2139
01:17:19,MEM_TRANSFER,0.0547
01:17:19,MEM_TRANSFER,0.051
01:17:19,MEM_TRANSFER,0.0521
01:17:19,MEM_TRANSFER,0.0521
01:17:19,MEM_TRANSFER,0.1138
01:17:19,MEM_TRANSFER,0.4488
01:17:19,MEM_TRANSFER,0.4307
01:17:19,MEM_TRANSFER,0.4315
01:17:19,MEM_TRANSFER,1.0721
01:17:19,MEM_TRANSFER,2.3579
01:17:19,MEM_TRANSFER,0.0564
01:17:19,MEM_TRANSFER,2.369
01:17:19,MEM_TRANSFER,2.3493
01:17:19,MEM_TRANSFER,0.1061
01:17:20,COMPUTE_MATH,0.4114
01:17:20,COMPUTE_MATH,2.8044
01:17:20,COMPUTE_MATH,4.8032
01:17:20,COMPUTE_MATH,1.3325
01:17:20,COMPUTE_MATH,2.678
01:17:20,COMPUTE_MATH,0.4193
01:17:20,COMPUTE_MATH,0.0568
01:17:20,COMPUTE_MATH,113.1153
01:17:20,COMPUTE_MATH,3.6196
01:17:20,COMPUTE_MATH,1.5527
01:17:20,COMPUTE_MATH,1.5507
01:17:20,COMPUTE_MATH,0.0527
01:17:20,COMPUTE_MATH,2.396
01:17:20,COMPUTE_MATH,2.2665
01:17:20,COMPUTE_MATH,2.3678
01:17:20,COMPUTE_MATH,4.5344
01:17:20,COMPUTE_MATH,11.8903
01:17:20,COMPUTE_MATH,0.5068
01:17:20,COMPUTE_MATH,0.6047
01:17:20,COMPUTE_MATH,24.4269
01:17:20,COMPUTE_MATH,1.6187
01:17:20,COMPUTE_MATH,0.0694
01:17:20,COMPUTE_MATH,0.0503
01:17:20,COMPUTE_MATH,216.022
01:17:20,COMPUTE_MATH,0.0621
01:17:20,MEM_TRANSFER,0.1114
01:17:20,COMPUTE_MATH,4.9789
01:17:20,COMPUTE_MATH,0.0861
01:17:21,COMPUTE_MATH,255.2325
01:17:21,MEM_TRANSFER,0.063
01:17:21,MEM_TRANSFER,0.0858
01:17:21,MEM_TRANSFER,0.0842
01:17:21,MEM_TRANSFER,0.1807
01:17:21,MEM_TRANSFER,0.1728
01:17:21,MEM_TRANSFER,0.3224
01:17:21,MEM_TRANSFER,0.6054
01:17:21,MEM_TRANSFER,0.6285
01:17:21,MEM_TRANSFER,0.6053
01:17:21,MEM_TRANSFER,1.1471
01:17:21,MEM_TRANSFER,0.0909
01:17:21,MEM_TRANSFER,1.9368
01:17:21,MEM_TRANSFER,0.1487
01:17:21,MEM_TRANSFER,1.9606
