Time,Event_Type,Duration_ms
04:28:39,MEM_TRANSFER,0.0558
04:28:39,MEM_TRANSFER,0.1241
04:28:39,MEM_TRANSFER,0.0551
04:28:39,MEM_TRANSFER,0.1076
04:28:39,MEM_TRANSFER,0.278
04:28:39,MEM_TRANSFER,0.2782
04:28:39,MEM_TRANSFER,0.2891
04:28:39,MEM_TRANSFER,0.6161
04:28:39,MEM_TRANSFER,1.2986
04:28:39,MEM_TRANSFER,0.0507
04:28:39,MEM_TRANSFER,1.2912
04:28:39,MEM_TRANSFER,1.2976
04:28:42,MEM_TRANSFER,0.0598
04:28:42,MEM_TRANSFER,0.0811
04:28:42,MEM_TRANSFER,0.0592
04:28:42,MEM_TRANSFER,0.0549
04:28:42,MEM_TRANSFER,0.1149
04:28:42,MEM_TRANSFER,0.2888
04:28:42,MEM_TRANSFER,0.2919
04:28:42,MEM_TRANSFER,0.2843
04:28:42,MEM_TRANSFER,0.624
04:28:42,MEM_TRANSFER,1.2897
04:28:42,MEM_TRANSFER,0.061
04:28:42,MEM_TRANSFER,1.2806
04:28:42,MEM_TRANSFER,1.2806
04:28:42,MEM_TRANSFER,0.0522
04:28:42,MEM_TRANSFER,0.0533
04:28:42,MEM_TRANSFER,0.0526
04:28:42,MEM_TRANSFER,0.0527
04:28:42,MEM_TRANSFER,0.0536
04:28:42,MEM_TRANSFER,0.0521
04:28:42,MEM_TRANSFER,0.0936
04:28:42,MEM_TRANSFER,0.1504
04:28:42,MEM_TRANSFER,0.1522
04:28:42,MEM_TRANSFER,0.1517
04:28:42,MEM_TRANSFER,0.3072
04:28:42,MEM_TRANSFER,0.0591
04:28:42,MEM_TRANSFER,0.4538
04:28:42,MEM_TRANSFER,0.0511
04:28:42,MEM_TRANSFER,0.7473
04:28:42,MEM_TRANSFER,0.6364
04:28:42,MEM_TRANSFER,0.7799
04:28:42,MEM_TRANSFER,0.0644
04:28:42,MEM_TRANSFER,2.2151
04:28:42,MEM_TRANSFER,0.0693
04:28:42,MEM_TRANSFER,0.2284
04:28:42,MEM_TRANSFER,1.5403
04:28:42,MEM_TRANSFER,0.0728
04:28:42,MEM_TRANSFER,2.0127
04:28:42,MEM_TRANSFER,0.059
04:28:44,MEM_TRANSFER,0.0508
04:28:44,MEM_TRANSFER,0.0555
04:28:44,MEM_TRANSFER,0.0642
04:28:44,MEM_TRANSFER,0.065
04:28:44,MEM_TRANSFER,0.1056
04:28:44,MEM_TRANSFER,0.2945
04:28:44,MEM_TRANSFER,0.2845
04:28:44,MEM_TRANSFER,0.2906
04:28:44,MEM_TRANSFER,0.6171
04:28:44,MEM_TRANSFER,1.2873
04:28:44,MEM_TRANSFER,1.2828
